_id,Centre Code,Centre Name,Centre Type,Centre Status,Host Centre Code,Host Centre Name,Official Low Year Level,Official High Year Level,Officer In Charge Title,School Band,Show Holiday Date,Internet Site,Phone Number,Restrict Contact Outside Teaching Hours,Fax Number,Actual Address Line 1,Actual Address Line 2,Actual Address Line 3,Actual Address Post Code,Postal Address Line 1,Postal Address Line 2,Postal Address Line 3,Postal Address Post Code,Education Geographic Region,Federal Electorate,State Electorate,Local Government Area,Statistical Area Level2,Statistical Area Level2 Code,Remoteness Area,Enrolment Effective Date,All Student Count,Campus All Student Count,ABN,Sector,Non-State Sector,Longitude,Latitude
300,2282,Chancellor State College,State School,Open,,,Prep Year,Year 12,Executive Principal,11,2020-06-12T00:00:00,www.chancellorsc.eq.edu.au,(07) 5453 3222,N,(07) 5453 3200,Secondary Campus,164 Sippy Downs Drive,Sippy Downs,4556,PO Box 7066,Sippy Downs,,4556,North Coast,Fisher,Buderim,Sunshine Coast (R),Sippy Downs,316011416,Major Cities of Australia,2019 July,3124,,56536005934,State,,153.068575,-26.714808
301,5409,Chanel College (Gladstone),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.chanelcollege.qld.edu.au,(07) 4973 4700,,(07) 4978 3991,,11 Paterson Street,Gladstone,4680,11 Paterson Street,Gladstone,,4680,Central Queensland,Flynn,Gladstone,Gladstone (R),West Gladstone,308051539,Inner Regional Australia,,,,,Non-State,Catholic,151.242562,-23.867249
302,1872,Chapel Hill State School,State School,Open,,,Prep Year,Year 6,Principal,9,2020-08-12T00:00:00,www.chapelhillss.eq.edu.au,(07) 3871 4888,N,(07) 3871 4800,,Ironbark Road,Chapel Hill,4069,PO Box 533,Kenmore,,4069,Metropolitan,Ryan,Moggill,Brisbane (C),Chapel Hill,304021088,Major Cities of Australia,2019 July,788,,58995484006,State,,152.944927,-27.499336
303,3602,Charleville School of Distance Education,School of Distance Education,Open,,,Prep Year,Year 10,Principal,8,2020-05-15T00:00:00,www.charlevillesde.eq.edu.au,(07) 4656 8999,N,(07) 4656 8900,,Parry Street,Charleville,4470,Parry Street,Charleville,,4470,Darling Downs South West,Maranoa,Warrego,Murweh (S),Charleville,315031409,Very Remote Australia,2019 July,216,,41851165089,State,,146.258634,-26.395083
304,2068,Charleville State High School,State High School,Open,,,Year 7,Year 12,Principal,9,2020-05-15T00:00:00,www.charlevilleshs.eq.edu.au,(07) 4656 8888,N,(07) 4656 8800,,Cnr Partridge & Hunter Streets,Charleville,4470,PO Box 314,Charleville,,4470,Darling Downs South West,Maranoa,Warrego,Murweh (S),Charleville,315031409,Very Remote Australia,2019 July,232,,33549074155,State,,146.25742,-26.397435
305,185,Charleville State School,State School,Open,,,Early Childhood,Year 6,Principal,8,2020-05-15T00:00:00,www.charlevilless.eq.edu.au,(07) 4656 8222,N,(07) 4656 8200,,Wills Street,Charleville,4470,PO Box 312,Charleville,,4470,Darling Downs South West,Maranoa,Warrego,Murweh (S),Charleville,315031409,Very Remote Australia,2019 July,187,,89075109488,State,,146.24238,-26.404879
306,A114,Charlotte Mason College (Kallangur),Non-State School,Open,,,Prep Year,Year 10,Principal,,,www.cmc.qld.edu.au,0437 453 910,,,,30 Narangba Road,Kallangur,4503,PO Box 546,Kallangur,,4503,North Coast,Dickson,Murrumba,Moreton Bay (R),Dakabin - Kallangur,314021388,Major Cities of Australia,,,,,Non-State,Independent,152.978832,-27.250754
307,215,Charters Towers Central State School,State School,Open,,,Early Childhood,Year 6,Principal,7,2020-07-28T00:00:00,www.charterstowerscentralss.eq.edu.au,(07) 4756 2333,N,(07) 4787 2481,,High Street,Charters Towers,4820,PO Box 64,Charters Towers,,4820,North Queensland,Kennedy,Traeger,Charters Towers (R),Charters Towers,318011462,Outer Regional Australia,2019 July,181,,20660732299,State,,146.263198,-20.080199
308,3610,Charters Towers School of Distance Education,School of Distance Education,Open,,,Prep Year,Year 12,Principal,10,2020-07-28T00:00:00,www.charterstowerssde.eq.edu.au,(07) 4754 6888,N,(07) 4754 6800,,15-23 Brisk Street,Millchester,4820,PO Box 685,Charters Towers,,4820,North Queensland,Kennedy,Traeger,Charters Towers (R),Charters Towers,318011462,Outer Regional Australia,2019 July,2024,,85860181354,State,,146.268249,-20.089473
309,2006,Charters Towers State High School,State High School,Open,,,Year 7,Year 12,Principal,8,2020-07-28T00:00:00,www.charterstowersshs.eq.edu.au,(07) 4754 6555,N,,,97-113 Towers Street,Charters Towers,4820,PO Box 234,Charters Towers,,4820,North Queensland,Kennedy,Traeger,Charters Towers (R),Charters Towers,318011462,Outer Regional Australia,2019 July,430,,40494430479,State,,146.258473,-20.080196
310,1924,Chatswood Hills State School,State School,Open,,,Prep Year,Year 6,Principal,9,2020-08-10T00:00:00,www.chatswoodhillsss.eq.edu.au,(07) 3489 2222,N,(07) 3489 2200,,Raleigh Street,Springwood,4127,PO Box 330,Springwood,,4127,South East,Rankin,Springwood,Logan (C),Springwood,311061334,Major Cities of Australia,2019 July,600,,97913893118,State,,153.137454,-27.628184
311,915,Chatsworth State School,State School,Open,,,Prep Year,Year 6,Principal,7,2020-05-15T00:00:00,www.chatsworthss.eq.edu.au,(07) 5481 3777,N,(07) 5481 3700,,15 Rammutt Road,Chatsworth,4570,15 Rammutt Road,Chatsworth,,4570,North Coast,Wide Bay,Gympie,Gympie (R),Gympie Region,319031514,Inner Regional Australia,2019 July,242,,66158665783,State,,152.615491,-26.142811
312,677,Chelona State School,State School,Open,,,Prep Year,Year 6,Principal,6,2020-06-18T00:00:00,www.chelonass.eq.edu.au,(07) 4889 7222,N,(07) 48897200,,13 Chelona School Access Road,Chelona,4740,13 Chelona School Access Road,Mackay,,4740,Central Queensland,Capricornia,Mirani,Mackay (R),Walkerston - Eton,312021357,Outer Regional Australia,2019 July,106,,86176596730,State,,149.145136,-21.260317
313,989,Cherbourg State School,State School,Open,,,Early Childhood,Year 6,Principal,8,2020-08-10T00:00:00,www.cherbourgss.eq.edu.au,(07) 4169 9333,N,(07) 4169 9300,,Fisher Street,Cherbourg,4605,PO Box 158,Murgon,,4605,Darling Downs South West,Wide Bay,Nanango,Cherbourg (S),Kingaroy Region - North,319021506,Inner Regional Australia,2019 July,185,,72736771780,State,,151.955152,-26.292991
314,1722,Chevallum State School,State School,Open,,,Prep Year,Year 6,Principal,8,2020-06-12T00:00:00,www.chevallumss.eq.edu.au,(07) 5453 2333,N,,,460 Chevallum Road,Chevallum,4555,460 Chevallum Road,Chevallum,,4555,North Coast,Fisher,Nicklin,Sunshine Coast (R),Palmwoods,316061444,Inner Regional Australia,2019 July,469,,79897056237,State,,152.999357,-26.698439
315,568,Childers State School,State School,Open,,,Early Childhood,Year 6,Principal,8,2020-05-28T00:00:00,www.childersss.eq.edu.au,(07) 4192 1333,N,(07) 4192 1300,,Mungomery Street,Childers,4660,Mungomery Street,Childers,,4660,North Coast,Hinkler,Burnett,Bundaberg (R),Bundaberg Region - South,319011499,Inner Regional Australia,2019 July,320,,98244936737,State,,152.280341,-25.231175
316,866,Chillagoe State School,State School,Open,,,Early Childhood,Year 6,Principal,5,2020-07-17T00:00:00,www.chillagoess.eq.edu.au,(07) 4094 7103,N,(07) 4094 7241,,Cathedral Street,Chillagoe,4871,PO Box 5,Chillagoe,,4871,Far North Queensland,Kennedy,Cook,Mareeba (S),Tablelands,315011400,Very Remote Australia,2019 July,24,,54840426648,State,,144.521194,-17.155393
317,5792,Chinchilla Christian College (Chinchilla),Non-State School,Open,,,Prep Year,Year 11,Principal,,,www.chinchillacc.qld.edu.au,(07) 4668 9777,,(07) 4668 9770,,88 Oak Street,Chinchilla,4413,PO Box 242,Chinchilla,,4413,Darling Downs South West,Maranoa,Callide,Western Downs (R),Chinchilla,307011172,Outer Regional Australia,,,,,Non-State,Independent,150.641055,-26.737896
318,2087,Chinchilla State High School,State High School,Open,,,Year 7,Year 12,Principal,9,2020-05-22T00:00:00,www.chinchillashs.eq.edu.au,(07) 4672 9333,N,(07) 4672 9300,,7 Tara Road,Chinchilla,4413,PO Box 195,Chinchilla,,4413,Darling Downs South West,Maranoa,Callide,Western Downs (R),Chinchilla,307011172,Outer Regional Australia,2019 July,599,,84163345849,State,,150.619992,-26.748744
319,244,Chinchilla State School,State School,Open,,,Early Childhood,Year 6,Principal,9,2020-05-22T00:00:00,www.chinchilss.eq.edu.au,(07) 4672 9222,N,(07) 4672 9200,,34-40 Bell Street,Chinchilla,4413,PO Box 414,Chinchilla,,4413,Darling Downs South West,Maranoa,Callide,Western Downs (R),Chinchilla,307011172,Outer Regional Australia,2019 July,517,,98314391316,State,,150.625972,-26.74035
320,5380,Chisholm Catholic College (Cornubia),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.chisholm.qld.edu.au,(07) 3209 0700,N,(07) 3287 6291,,204 California Creek Road,Cornubia,4130,204 California Creek Road,Cornubia,,4130,South East,Forde,Macalister,Logan (C),Cornubia - Carbrook,311051324,Major Cities of Australia,,,,,Non-State,Catholic,153.204515,-27.666326
321,5106,Christ the King Catholic Primary School (Deception Bay),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.christthekingdbay.qld.edu.au,(07) 3203 2164,N,(07) 3204 2330,,54 Thompson Street,Deception Bay,4508,54 Thompson Street,Deception Bay,,4508,North Coast,Petrie,Bancroft,Moreton Bay (R),Deception Bay,313041373,Major Cities of Australia,,,,,Non-State,Catholic,153.020804,-27.180497
322,5003,Christ the King School (Graceville),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.ctk.qld.edu.au,(07) 3379 7872,N,(07) 3379 9534,,7 Randolph Street,Graceville,4075,7 Randolph Street,Graceville,,4075,Metropolitan,Moreton,Miller,Brisbane (C),Chelmer - Graceville,304031092,Major Cities of Australia,,,,,Non-State,Catholic,152.977405,-27.519745
323,1789,Churchill State School,State School,Open,,,Prep Year,Year 6,Principal,8,2020-05-15T00:00:00,www.churchillss.eq.edu.au,(07) 3810 4333,N,(07) 3810 4300,,Warwick Road,Churchill,4305,Warwick Road,Churchill,,4305,Metropolitan,Blair,Ipswich,Ipswich (C),Churchill - Yamanto,310031285,Major Cities of Australia,2019 July,338,,47798770116,State,,152.750604,-27.642697
324,5871,Citipointe Christian College (Carindale),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.citipointe.qld.edu.au,(07) 3347 5899,,(07) 3347 5900,,322 Wecker Road,Carindale,4152,322 Wecker Road,Carindale,,4152,Metropolitan,Bonner,Mansfield,Brisbane (C),Mansfield (Qld),303031062,Major Cities of Australia,,,,,Non-State,Independent,153.113205,-27.534843
325,5376,Clairvaux Mackillop College (Upper Mount Gravatt),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.cvxmck.edu.au,(07) 3347 9200,N,(07) 3347 9211,,Klumpp Road,Upper Mount Gravatt,4122,PO Box 349,Mount Gravatt,,4122,Metropolitan,Bonner,Mansfield,Brisbane (C),Upper Mount Gravatt,303031065,Major Cities of Australia,,,,,Non-State,Catholic,153.077876,-27.552819
326,171,Clare State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-06-24T00:00:00,www.claress.eq.edu.au,(07) 4782 7133,N,(07) 4782 7341,,Larkin Street,Clare,4807,c/- Post Office,Claredale,,4807,North Queensland,Dawson,Burdekin,Burdekin (S),Burdekin,318011461,Outer Regional Australia,2019 July,21,,36616482250,State,,147.226883,-19.783298
327,3066,Claremont Special School,Special School,Open,,,Prep Year,Year 12,Principal,11,2020-05-15T00:00:00,www.claremontspecs.eq.edu.au,(07) 3813 5333,N,(07) 3813 5300,,138 Robertson Road,Silkstone,4304,PO Box 495,Booval,,4304,Metropolitan,Blair,Ipswich,Ipswich (C),Ipswich - East,310031287,Major Cities of Australia,2019 July,150,,37865327376,State,,152.787678,-27.629534
328,1732,Clarendon State School,State School,Open,,,Prep Year,Year 6,Principal,6,2020-08-10T00:00:00,www.clarendonss.eq.edu.au,(07) 5427 8555,N,,,507 Clarendon Road,Clarendon,4311,507 Clarendon Road,Clarendon,,4311,Metropolitan,Blair,Lockyer,Somerset (R),Lowood,310021281,Inner Regional Australia,2019 July,69,,31767527717,State,,152.542507,-27.439886
329,606,Clarke Creek State School,State School,Open,,,Early Childhood,Year 6,Principal,5,2020-06-18T00:00:00,www.clarkecreekss.eq.edu.au,(07) 4938 9127,N,(07) 4938 9157,,May Downs Road,Clarke Creek,4705,Mail Service 898,Marlborough,,4705,Central Queensland,Capricornia,Mirani,Isaac (R),Broadsound - Nebo,312011338,Remote Australia,2019 July,16,,95817876206,State,,149.252986,-22.636507
330,5466,Clayfield College (Clayfield),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.clayfield.qld.edu.au,(07) 3262 0262,,(07) 3262 0225,,23 Gregory Street,Clayfield,4011,PO Box 387,Clayfield,,4011,Metropolitan,Brisbane,Clayfield,Brisbane (C),Clayfield,305031122,Major Cities of Australia,,,,,Non-State,Independent,153.051935,-27.420201
331,2185,Clermont State High School,State High School,Open,,,Year 7,Year 12,Principal,8,2020-05-27T00:00:00,www.clermontshs.eq.edu.au,(07) 4983 4333,N,(07) 4983 2832,,1 Kitchener Street,Clermont,4721,PO Box 590,Clermont,,4721,Central Queensland,Capricornia,Burdekin,Isaac (R),Clermont,312011339,Remote Australia,2019 July,176,,14251906518,State,,147.638931,-22.827715
332,21,Clermont State School,State School,Open,,,Prep Year,Year 6,Principal,7,2020-05-27T00:00:00,www.clermontss.eq.edu.au,(07) 4983 4222,N,(07) 4983 4200,,Hetherington Street,Clermont,4721,PO Box 517,Clermont,,4721,Central Queensland,Capricornia,Burdekin,Isaac (R),Clermont,312011339,Remote Australia,2019 July,226,,42278529422,State,,147.632195,-22.83656
333,2070,Cleveland District State High School,State High School,Open,,,Year 7,Year 12,Executive Principal,11,2020-08-10T00:00:00,www.clevelanddistrictshs.eq.edu.au,(07) 3824 9222,N,(07) 3824 9200,,Russell Street,Cleveland,4163,PO Box 808,Cleveland,,4163,South East,Bowman,Oodgeroo,Redland (C),Cleveland,301021007,Major Cities of Australia,2019 July,2046,,71139235385,State,,153.260297,-27.529881
334,3160,Cleveland Education and Training Centre,Educational Unit,Open,,,Year 5,Year 12,Principal,9,2020-07-06T00:00:00,www.clevelandetc.eq.edu.au,(07) 4421 5275,N,(07) 4729 9044,Cleveland Youth Detention,Old Common Road,Rowes Bay,4810,c/- Cleveland Youth Detention Centre,Old Common Road,Belgian Gardens,4810,North Queensland,Herbert,Townsville,Townsville (C),Belgian Gardens - Pallarenda,318021469,Outer Regional Australia,2019 July,86,,12465008998,State,,146.784385,-19.249668
335,22,Cleveland State School,State School,Open,,,Prep Year,Year 6,Principal,9,2020-08-10T00:00:00,www.clevelandss.eq.edu.au,(07) 3488 1333,N,(07) 3488 1300,,Queen Street,Cleveland,4163,PO Box 194,Cleveland,,4163,South East,Bowman,Oodgeroo,Redland (C),Cleveland,301021007,Major Cities of Australia,2019 July,713,,97143166199,State,,153.270274,-27.528303
336,3087,Clifford Park Special School,Special School,Open,,,Year 7,Year 12,Principal,10,2020-03-26T00:00:00,www.cliffordparkspecs.eq.edu.au,(07) 4614 5333,N,,,Rob Street,Newtown,4350,Rob Street,Toowoomba,,4350,Darling Downs South West,Groom,Toowoomba South,Toowoomba (R),Newtown (Qld),317011453,Inner Regional Australia,2019 July,138,,45574299191,State,,151.92501,-27.563891
337,2111,Clifton State High School,State High School,Open,,,Year 7,Year 12,Principal,8,2020-03-26T00:00:00,www.cliftonshs.eq.edu.au,(07) 4697 4777,N,,,32 East Street,Clifton,4361,32 East Street,Clifton,,4361,Darling Downs South West,Maranoa,Condamine,Toowoomba (R),Clifton - Greenmount,307031184,Inner Regional Australia,2019 July,240,,74992120731,State,,151.916814,-27.93398
338,687,Clifton State School,State School,Open,,,Prep Year,Year 6,Principal,6,2020-03-26T00:00:00,www.cliftonss.eq.edu.au,(07) 4697 4888,N,(07) 4697 4800,,Tooth Street,Clifton,4361,PO Box 34,Clifton,,4361,Darling Downs South West,Maranoa,Condamine,Toowoomba (R),Clifton - Greenmount,307031184,Inner Regional Australia,2019 July,97,,25747895100,State,,151.904241,-27.931751
339,172,Clinton State School,State School,Open,,,Early Childhood,Year 6,Principal,10,2020-08-10T00:00:00,www.clintonss.eq.edu.au,(07) 4978 9333,N,(07) 4978 1952,,Harvey Road,Clinton,4680,Harvey Road,Gladstone,,4680,Central Queensland,Flynn,Gladstone,Gladstone (R),Clinton - New Auckland,308051533,Inner Regional Australia,2019 July,994,,34135021275,State,,151.222868,-23.880021
340,411,Cloncurry State School P-12,State School,Open,,,Prep Year,Year 12,Principal,9,2020-06-12T00:00:00,www.cloncurryss.eq.edu.au,(07) 4742 8333,N,(07) 4742 8300,,Daintree Street,Cloncurry,4824,PO Box 337,Cloncurry,,4824,North Queensland,Kennedy,Traeger,Cloncurry (S),Mount Isa Region,315021406,Remote Australia,2019 July,274,,30015218207,State,,140.50564,-20.704254
341,2091,Clontarf Beach State High School,State High School,Open,,,Year 7,Year 12,Principal,11,2020-08-10T00:00:00,www.clontarfbeachshs.eq.edu.au,(07) 3480 4777,N,(07) 3480 4700,,Cnr Elizabeth Avenue & King Street,Clontarf,4019,PO Box 3035,Mail Delivery Centre,Clontarf,4019,North Coast,Petrie,Redcliffe,Moreton Bay (R),Clontarf,313051377,Major Cities of Australia,2019 July,875,,83726438724,State,,153.086145,-27.247946
342,162,Clontarf Beach State School,State School,Open,,,Prep Year,Year 6,Principal,8,2020-08-10T00:00:00,www.clontarfbeachss.eq.edu.au,(07) 3897 5888,N,(07) 3897 5800,,Elizabeth Avenue,Clontarf,4019,PO Box 3225,Clontarf DC,Clontarf,4019,North Coast,Petrie,Redcliffe,Moreton Bay (R),Clontarf,313051377,Major Cities of Australia,2019 July,453,,64736852857,State,,153.08111,-27.253394
343,2345,Clover Hill State School,State School,Open,,,Prep Year,Year 6,Principal,10,2020-08-28T00:00:00,www.cloverhillss.eq.edu.au,(07) 5559 4111,N,(07) 5559 4100,,Clover Hill Drive,Mudgeeraba,4213,PO Box 1034,Mudgeeraba,,4213,South East,Mcpherson,Mudgeeraba,Gold Coast (C),Mudgeeraba - Bonogin,309051244,Major Cities of Australia,2019 July,975,,23461983925,State,,153.376056,-28.091791
344,1254,Cloyna State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-08-10T00:00:00,www.cloynass.eq.edu.au,(07) 4168 6247,N,(07) 4168 6107,,8 William Webber Road,Cloyna,4605,8 William Webber Road,Cloyna,,4605,Darling Downs South West,Wide Bay,Nanango,South Burnett (R),Kingaroy Region - North,319021506,Outer Regional Australia,2019 July,10,,57855480782,State,,151.846155,-26.107385
345,1225,Coalstoun Lakes State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-08-10T00:00:00,www.coalstounlakesss.eq.edu.au,(07) 4127 5133,N,(07) 4127 5110,,3 Main Street,Coalstoun Lakes,4621,3 Main Street,Coalstoun Lakes,,4621,Central Queensland,Flynn,Callide,North Burnett (R),Gayndah - Mundubbera,319021503,Outer Regional Australia,2019 July,23,,81148879760,State,,151.890182,-25.612183
346,1956,Collingwood Park State School,State School,Open,,,Prep Year,Year 6,Principal,9,2020-05-15T00:00:00,www.collingwoodparkss.eq.edu.au,(07) 3381 4333,N,(07) 3381 4300,,Cnr Burrel & Hannant Streets,Collingwood Park,4301,PO Box 75,Redbank Plaza,,4301,Metropolitan,Oxley,Bundamba,Ipswich (C),Collingwood Park - Redbank,310041299,Major Cities of Australia,2019 July,610,,24092736633,State,,152.863031,-27.614482
347,2171,Collinsville State High School,State High School,Open,,,Year 7,Year 12,Principal,8,2020-11-03T00:00:00,www.collinsvilleshs.eq.edu.au,(07) 4785 8111,N,(07) 4785 8100,,Walker Street,Collinsville,4804,PO Box 161,Collinsville,,4804,North Queensland,Capricornia,Burdekin,Whitsunday (R),Collinsville,312011340,Remote Australia,2019 July,96,,26163913388,State,,147.834688,-20.548484
348,1691,Collinsville State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-11-03T00:00:00,www.collinsvilless.eq.edu.au,(07) 4785 5338,N,(07) 4785 5359,,Devlin Street,Collinsville,4804,PO Box 86,Collinsville,,4804,North Queensland,Capricornia,Burdekin,Whitsunday (R),Collinsville,312011340,Remote Australia,2019 July,80,,57433120824,State,,147.845687,-20.548355
349,1653,"Columba Catholic College (Hackett Tce, Charters Towers)",Non-State School,Open,,,Year 7,Year 12,Principal,,,www.columba.catholic.edu.au,(07) 4787 1744,,(07) 4787 4986,,6-8 Hackett Terrace,Charters Towers,4820,PO Box 274,Charters Towers,,4820,North Queensland,Kennedy,Traeger,Charters Towers (R),Charters Towers,318011462,Outer Regional Australia,,,,,Non-State,Catholic,146.272891,-20.061444
350,173,Comet State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-06-03T00:00:00,www.cometss.eq.edu.au,(07) 4984 5142,Y,(07) 4984 5105,,Off Capricorn Highway,Comet,4702,c/- Post Office,Comet,,4702,Central Queensland,Flynn,Gregory,Central Highlands (R),Central Highlands - West,308011191,Outer Regional Australia,2019 July,13,,52898393534,State,,148.545172,-23.606146
